"","user_screen_name"
"4579","ctMTNeer"
"4580","angie_ponton"
"4581","almonte2323"
"4582","Delta56ca"
"4583","lass4x4"
"4584","catherinekirby"
"4585","DestinyandBruce"
"4586","cyndidavis79"
"4587","sadndfan"
"4588","bill_n22"
"4589","VictorAlavi"
"4590","BonafideTxGrl"
"4591","Jeffrodaman"
"4592","LynnetteLacy"
"4593","Red_Pill_4_U"
"4594","kuntryBoy2010"
"4595","averitt_don"
"4596","sixthgentexan"
"4597","Roxy33000"
"4598","donnieReavis1"
"4599","bk_south"
"4600","tessiemae65"
"4601","CropCareKev"
"4602","dsray1969"
"4603","pulsarzen"
"4604","Jimmythevet"
"4605","PamNuccio"
"4606","William35634710"
"4607","flipadero"
"4608","mjlunsf"
"4609","Gail1814Gail"
"4610","bostonsoxgirl67"
"4611","RickyBird11811"
"4612","ashtra245"
"4613","darling2u"
"4614","Trumpsmypreside"
"4615","tlfhappy"
"4616","anonymouse4537"
"4617","pattylee1901sbc"
"4618","EnowMagam"
"4619","JorgeRmzR"
"4620","MarkJShuler"
"4621","Casshea1"
"4622","TriathleteUSA"
"4623","heifer109"
"4624","KathyYSD"
"4625","mollyday15"
"4626","quebryant"
"4627","Black_Feather55"
"4628","kurszewskiabbie"
"4629","AWetzel9"
"4630","ICXFX"
"4631","PattyRodman1"
"4632","JoeSayegh"
"4633","texasfreedom101"
"4634","mtglicense101"
"4635","nanking2100"
"4636","Pjw20161951"
"4637","eriksson_magnus"
"4638","KolleenMask"
"4639","juanivinaz"
"4640","spanglesvi"
"4641","joseurena7700"
"4642","ProNanomite"
"4643","SHominiuk"
"4644","TRblaster4trump"
"4645","PrettyEyedTexan"
"4646","RColeman60"
"4647","realpaulincoln"
"4648","JBaylor270"
"4649","Steev0_13"
"4650","wreckingcrew44"
"4651","nunya454"
"4652","Stoudtfan"
"4653","john41905554"
"4654","don_b88"
"4655","Jaykay4728"
"4656","nursechikdiva12"
"4657","mcmaltie"
"4658","zebra78610"
"4659","mmaskew"
"4660","IndependAll70"
"4661","ColwellKa"
"4662","cheyenne70"
"4663","KatieFLelite7"
"4664","tammymhayes1"
"4665","RyanSitton"
"4666","rosasiver11"
"4667","LILLYZ720"
"4668","DeplorableNYC50"
"4669","CarolBa88945394"
"4670","KerryWeston7"
"4671","J25DM"
"4672","SamanthaDelVec1"
"4673","SandraMathenay"
"4674","ltowsonhester"
"4675","neptor"
"4676","scott100165"
"4677","marilyn_poskitt"
"4678","blondie_janet"
"4679","joshseay0711"
"4680","margaretbunch18"
"4681","nhra1moparjim"
"4682","WattersonVickie"
"4683","SusieLane"
"4684","lytle_faye"
"4685","jrmaul"
"4686","ehammond67"
"4687","MolonLabe2010ce"
"4688","FelixGGoinsIII"
"4689","SandraGuenther7"
"4690","finsjc"
"4691","GallanJohn"
"4692","Candycity14"
"4693","NONSABRE"
"4694","bentdog21"
"4695","gasrat88"
"4696","presh_beagle"
"4697","happypainter57"
"4698","SUBARU253"
"4699","hankharlowva"
"4700","PostermywallsjA"
